iso3,country,region,hrp_country,lat,lon,indicator_name,indicator_source,indicator_id,date,alert_level_numeric,alert_level,value,plot_title,plot_id,plot_url,map_title,map_id,map_url,plot2_title,plot2_id,plot2_url,other_images_ids,other_images_urls,other_images_captions,summary_long,summary_short,hdx_url,source_url,other_urls,further_information,template_id_archive,template_id_email,campaign_id_archive,campaign_id_email,campaign_url_archive,campaign_url_email,campaign_date,campaign_summary,triage_approver,triage_time
AGO,Angola,Southern and Eastern Africa,FALSE,-12.281168417459984,17.541717052215557,drought_hotspots,jrc,jrc_drought_hotspots,2022-01-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002893,NA,192a4ff961,NA,http://eepurl.com/iO8-aU,NA,2022-01-11,NA,NA,NA
BEN,Benin,West and Central Africa,FALSE,9.646320745865047,2.3384786350908473,drought_hotspots,jrc,jrc_drought_hotspots,2017-05-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002717,NA,b449a0eba3,NA,http://eepurl.com/iO880I,NA,2017-05-11,NA,NA,NA
BEN,Benin,West and Central Africa,FALSE,9.646320745865047,2.3384786350908473,drought_hotspots,jrc,jrc_drought_hotspots,2023-08-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002957,NA,50e44cb9dc,NA,http://eepurl.com/iO8-DU,NA,2023-08-11,NA,NA,NA
BFA,Burkina Faso,West and Central Africa,TRUE,12.272043128735797,-1.7394602802283288,drought_hotspots,jrc,jrc_drought_hotspots,2023-07-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002953,NA,4f41450355,NA,http://eepurl.com/iO8-CA,NA,2023-07-11,NA,NA,NA
BGD,Bangladesh,Asia and the Pacific,FALSE,23.815536725884375,90.27976522479307,drought_hotspots,jrc,jrc_drought_hotspots,2017-09-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002733,NA,c25138e637,NA,http://eepurl.com/iO887o,NA,2017-09-11,NA,NA,NA
BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,FALSE,-16.631101469971274,-64.59883227280024,drought_hotspots,jrc,jrc_drought_hotspots,2017-01-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002701,NA,37649d1568,NA,http://eepurl.com/iO88Us,NA,2017-01-11,NA,NA,NA
BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,FALSE,-16.631101469971274,-64.59883227280024,drought_hotspots,jrc,jrc_drought_hotspots,2022-03-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002901,NA,8aad43e8bd,NA,http://eepurl.com/iO8-ds,NA,2022-03-11,NA,NA,NA
BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,FALSE,-16.631101469971274,-64.59883227280024,drought_hotspots,jrc,jrc_drought_hotspots,2023-02-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002933,NA,0d991600dd,NA,http://eepurl.com/iO8-uE,NA,2023-02-11,NA,NA,NA
BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,FALSE,-16.631101469971274,-64.59883227280024,drought_hotspots,jrc,jrc_drought_hotspots,2024-01-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002969,NA,fd3bcff489,NA,http://eepurl.com/iO8-HM,NA,2024-01-11,NA,NA,NA
BWA,Botswana,Southern and Eastern Africa,FALSE,-22.168018714292327,23.819591716209523,drought_hotspots,jrc,jrc_drought_hotspots,2016-11-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002693,NA,cfa890974a,NA,http://eepurl.com/iO88Rg,NA,2016-11-11,NA,NA,NA
BWA,Botswana,Southern and Eastern Africa,FALSE,-22.168018714292327,23.819591716209523,drought_hotspots,jrc,jrc_drought_hotspots,2018-01-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002749,NA,bbeacf1c06,NA,http://eepurl.com/iO89c2,NA,2018-01-11,NA,NA,NA
BWA,Botswana,Southern and Eastern Africa,FALSE,-22.168018714292327,23.819591716209523,drought_hotspots,jrc,jrc_drought_hotspots,2018-12-21,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002793,NA,a3ceeb85c9,NA,http://eepurl.com/iO89vw,NA,2018-12-21,NA,NA,NA
BWA,Botswana,Southern and Eastern Africa,FALSE,-22.168018714292327,23.819591716209523,drought_hotspots,jrc,jrc_drought_hotspots,2019-10-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002817,NA,ec3a99359e,NA,http://eepurl.com/iO89GM,NA,2019-10-11,NA,NA,NA
BWA,Botswana,Southern and Eastern Africa,FALSE,-22.168018714292327,23.819591716209523,drought_hotspots,jrc,jrc_drought_hotspots,2024-03-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002977,NA,12b3938d1f,NA,http://eepurl.com/iO8-Ls,NA,2024-03-11,NA,NA,NA
CAF,Central African Republic,West and Central Africa,TRUE,6.580451510492294,20.49686370932966,drought_hotspots,jrc,jrc_drought_hotspots,2022-04-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002905,NA,fe9801cff6,NA,http://eepurl.com/iO8-e-/,NA,2022-04-11,NA,NA,NA
CAF,Central African Republic,West and Central Africa,TRUE,6.580451510492294,20.49686370932966,drought_hotspots,jrc,jrc_drought_hotspots,2023-06-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002949,NA,c48d493964,NA,http://eepurl.com/iO8-AA,NA,2023-06-11,NA,NA,NA
CIV,Côte d'Ivoire,West and Central Africa,FALSE,7.617197105906747,-5.552290850850253,drought_hotspots,jrc,jrc_drought_hotspots,2017-09-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002733,NA,c25138e637,NA,http://eepurl.com/iO887o,NA,2017-09-11,NA,NA,NA
COD,Democratic Republic of the Congo,West and Central Africa,TRUE,-2.874028809677416,23.64701400950975,drought_hotspots,jrc,jrc_drought_hotspots,2018-02-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002753,NA,53fd3fe277,NA,http://eepurl.com/iO89fc,NA,2018-02-11,NA,NA,NA
COD,Democratic Republic of the Congo,West and Central Africa,TRUE,-2.874028809677416,23.64701400950975,drought_hotspots,jrc,jrc_drought_hotspots,2023-06-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002949,NA,c48d493964,NA,http://eepurl.com/iO8-AA,NA,2023-06-11,NA,NA,NA
CUB,Cuba,Latin America and the Caribbean,FALSE,21.67352153885722,-79.05643750948661,drought_hotspots,jrc,jrc_drought_hotspots,2017-09-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002733,NA,c25138e637,NA,http://eepurl.com/iO887o,NA,2017-09-11,NA,NA,NA
CUB,Cuba,Latin America and the Caribbean,FALSE,21.67352153885722,-79.05643750948661,drought_hotspots,jrc,jrc_drought_hotspots,2022-09-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002921,NA,a70470004f,NA,http://eepurl.com/iO8-l-/,NA,2022-09-11,NA,NA,NA
DJI,Djibouti,Southern and Eastern Africa,FALSE,11.727724247702547,42.564808813754645,drought_hotspots,jrc,jrc_drought_hotspots,2017-09-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002733,NA,c25138e637,NA,http://eepurl.com/iO887o,NA,2017-09-11,NA,NA,NA
DJI,Djibouti,Southern and Eastern Africa,FALSE,11.727724247702547,42.564808813754645,drought_hotspots,jrc,jrc_drought_hotspots,2018-05-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002765,NA,58162b897f,NA,http://eepurl.com/iO89kE,NA,2018-05-11,NA,NA,NA
DZA,Algeria,Middle East and North Africa,FALSE,28.064885258848957,2.6806793846042902,drought_hotspots,jrc,jrc_drought_hotspots,2016-11-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002693,NA,cfa890974a,NA,http://eepurl.com/iO88Rg,NA,2016-11-11,NA,NA,NA
DZA,Algeria,Middle East and North Africa,FALSE,28.064885258848957,2.6806793846042902,drought_hotspots,jrc,jrc_drought_hotspots,2017-06-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002721,NA,ca0d2077f5,NA,http://eepurl.com/iO882E,NA,2017-06-11,NA,NA,NA
DZA,Algeria,Middle East and North Africa,FALSE,28.064885258848957,2.6806793846042902,drought_hotspots,jrc,jrc_drought_hotspots,2020-04-01,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002833,NA,27a4fec4ec,NA,http://eepurl.com/iO89N-/,NA,2020-04-01,NA,NA,NA
DZA,Algeria,Middle East and North Africa,FALSE,28.064885258848957,2.6806793846042902,drought_hotspots,jrc,jrc_drought_hotspots,2021-02-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002861,NA,bc7c79dd4e,NA,http://eepurl.com/iO89ZI,NA,2021-02-11,NA,NA,NA
DZA,Algeria,Middle East and North Africa,FALSE,28.064885258848957,2.6806793846042902,drought_hotspots,jrc,jrc_drought_hotspots,2022-01-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002893,NA,192a4ff961,NA,http://eepurl.com/iO8-aU,NA,2022-01-11,NA,NA,NA
DZA,Algeria,Middle East and North Africa,FALSE,28.064885258848957,2.6806793846042902,drought_hotspots,jrc,jrc_drought_hotspots,2023-01-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002929,NA,e3a4975d37,NA,http://eepurl.com/iO8-sA,NA,2023-01-11,NA,NA,NA
DZA,Algeria,Middle East and North Africa,FALSE,28.064885258848957,2.6806793846042902,drought_hotspots,jrc,jrc_drought_hotspots,2023-11-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002965,NA,a82cb08edc,NA,http://eepurl.com/iO8-GU,NA,2023-11-11,NA,NA,NA
ECU,Ecuador,Latin America and the Caribbean,FALSE,-1.425747700234165,-78.81783877216357,drought_hotspots,jrc,jrc_drought_hotspots,2018-03-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002757,NA,cce4bacceb,NA,http://eepurl.com/iO89hk,NA,2018-03-11,NA,NA,NA
ERI,Eritrea,Southern and Eastern Africa,FALSE,15.372113502616022,38.848885073424356,drought_hotspots,jrc,jrc_drought_hotspots,2017-01-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002701,NA,37649d1568,NA,http://eepurl.com/iO88Us,NA,2017-01-11,NA,NA,NA
ERI,Eritrea,Southern and Eastern Africa,FALSE,15.372113502616022,38.848885073424356,drought_hotspots,jrc,jrc_drought_hotspots,2017-08-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002729,NA,4296f7080e,NA,http://eepurl.com/iO885w,NA,2017-08-11,NA,NA,NA
ERI,Eritrea,Southern and Eastern Africa,FALSE,15.372113502616022,38.848885073424356,drought_hotspots,jrc,jrc_drought_hotspots,2017-10-11,2,High concern,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002737,NA,ae11eccaf9,NA,http://eepurl.com/iO8886,NA,2017-10-11,NA,NA,NA
ETH,Ethiopia,Southern and Eastern Africa,TRUE,8.602623953231392,39.63617938453942,drought_hotspots,jrc,jrc_drought_hotspots,2017-04-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002713,NA,2b29ab4ce7,NA,http://eepurl.com/iO88Y2,NA,2017-04-11,NA,NA,NA
ETH,Ethiopia,Southern and Eastern Africa,TRUE,8.602623953231392,39.63617938453942,drought_hotspots,jrc,jrc_drought_hotspots,2018-05-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002765,NA,58162b897f,NA,http://eepurl.com/iO89kE,NA,2018-05-11,NA,NA,NA
ETH,Ethiopia,Southern and Eastern Africa,TRUE,8.602623953231392,39.63617938453942,drought_hotspots,jrc,jrc_drought_hotspots,2019-03-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002797,NA,b0c3239c7c,NA,http://eepurl.com/iO89xs,NA,2019-03-11,NA,NA,NA
ETH,Ethiopia,Southern and Eastern Africa,TRUE,8.602623953231392,39.63617938453942,drought_hotspots,jrc,jrc_drought_hotspots,2020-01-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002825,NA,f852d666ef,NA,http://eepurl.com/iO89KI,NA,2020-01-11,NA,NA,NA
ETH,Ethiopia,Southern and Eastern Africa,TRUE,8.602623953231392,39.63617938453942,drought_hotspots,jrc,jrc_drought_hotspots,2020-09-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002849,NA,204647096e,NA,http://eepurl.com/iO89Vk,NA,2020-09-11,NA,NA,NA
ETH,Ethiopia,Southern and Eastern Africa,TRUE,8.602623953231392,39.63617938453942,drought_hotspots,jrc,jrc_drought_hotspots,2021-03-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002865,NA,2fbc906b32,NA,http://eepurl.com/iO890M,NA,2021-03-11,NA,NA,NA
ETH,Ethiopia,Southern and Eastern Africa,TRUE,8.602623953231392,39.63617938453942,drought_hotspots,jrc,jrc_drought_hotspots,2022-06-11,2,High concern,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002909,NA,f9bf3091e3,NA,http://eepurl.com/iO8-gA,NA,2022-06-11,NA,NA,NA
ETH,Ethiopia,Southern and Eastern Africa,TRUE,8.602623953231392,39.63617938453942,drought_hotspots,jrc,jrc_drought_hotspots,2023-08-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002957,NA,50e44cb9dc,NA,http://eepurl.com/iO8-DU,NA,2023-08-11,NA,NA,NA
GHA,Ghana,West and Central Africa,FALSE,7.965616668075668,-1.2079931310493015,drought_hotspots,jrc,jrc_drought_hotspots,2017-05-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002717,NA,b449a0eba3,NA,http://eepurl.com/iO880I,NA,2017-05-11,NA,NA,NA
GIN,Guinea,West and Central Africa,FALSE,10.435860886853076,-10.93574228125221,drought_hotspots,jrc,jrc_drought_hotspots,2018-05-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002765,NA,58162b897f,NA,http://eepurl.com/iO89kE,NA,2018-05-11,NA,NA,NA
GMB,Gambia,West and Central Africa,FALSE,13.451379098252454,-15.383982372202174,drought_hotspots,jrc,jrc_drought_hotspots,2018-08-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002777,NA,496f33c10d,NA,http://eepurl.com/iO89oI,NA,2018-08-11,NA,NA,NA
GMB,Gambia,West and Central Africa,FALSE,13.451379098252454,-15.383982372202174,drought_hotspots,jrc,jrc_drought_hotspots,2019-07-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002805,NA,603d36fb35,NA,http://eepurl.com/iO89Bw,NA,2019-07-11,NA,NA,NA
GTM,Guatemala,Latin America and the Caribbean,TRUE,15.68931998720021,-90.35917766129047,drought_hotspots,jrc,jrc_drought_hotspots,2020-11-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002853,NA,d37ae0b82d,NA,http://eepurl.com/iO89WM,NA,2020-11-11,NA,NA,NA
GTM,Guatemala,Latin America and the Caribbean,TRUE,15.68931998720021,-90.35917766129047,drought_hotspots,jrc,jrc_drought_hotspots,2022-10-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002925,NA,6fa81b7f3d,NA,http://eepurl.com/iO8-os,NA,2022-10-11,NA,NA,NA
HND,Honduras,Latin America and the Caribbean,TRUE,14.815674786022429,-86.64002034396255,drought_hotspots,jrc,jrc_drought_hotspots,2019-08-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002809,NA,2352911f8e,NA,http://eepurl.com/iO89C2,NA,2019-08-11,NA,NA,NA
HND,Honduras,Latin America and the Caribbean,TRUE,14.815674786022429,-86.64002034396255,drought_hotspots,jrc,jrc_drought_hotspots,2019-09-11,2,High concern,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002813,NA,7f90c0ecf0,NA,http://eepurl.com/iO89E6,NA,2019-09-11,NA,NA,NA
HND,Honduras,Latin America and the Caribbean,TRUE,14.815674786022429,-86.64002034396255,drought_hotspots,jrc,jrc_drought_hotspots,2020-11-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002853,NA,d37ae0b82d,NA,http://eepurl.com/iO89WM,NA,2020-11-11,NA,NA,NA
HND,Honduras,Latin America and the Caribbean,TRUE,14.815674786022429,-86.64002034396255,drought_hotspots,jrc,jrc_drought_hotspots,2022-01-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002893,NA,192a4ff961,NA,http://eepurl.com/iO8-aU,NA,2022-01-11,NA,NA,NA
HND,Honduras,Latin America and the Caribbean,TRUE,14.815674786022429,-86.64002034396255,drought_hotspots,jrc,jrc_drought_hotspots,2022-10-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002925,NA,6fa81b7f3d,NA,http://eepurl.com/iO8-os,NA,2022-10-11,NA,NA,NA
HTI,Haiti,Latin America and the Caribbean,TRUE,18.935736781042078,-72.6888024276058,drought_hotspots,jrc,jrc_drought_hotspots,2017-09-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002733,NA,c25138e637,NA,http://eepurl.com/iO887o,NA,2017-09-11,NA,NA,NA
HTI,Haiti,Latin America and the Caribbean,TRUE,18.935736781042078,-72.6888024276058,drought_hotspots,jrc,jrc_drought_hotspots,2018-06-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002769,NA,9be777ffcb,NA,http://eepurl.com/iO89l2,NA,2018-06-11,NA,NA,NA
HTI,Haiti,Latin America and the Caribbean,TRUE,18.935736781042078,-72.6888024276058,drought_hotspots,jrc,jrc_drought_hotspots,2020-06-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002841,NA,8dc5a9f33b,NA,http://eepurl.com/iO89R-/,NA,2020-06-11,NA,NA,NA
HTI,Haiti,Latin America and the Caribbean,TRUE,18.935736781042078,-72.6888024276058,drought_hotspots,jrc,jrc_drought_hotspots,2021-08-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002885,NA,f093dbbef9,NA,http://eepurl.com/iO899k,NA,2021-08-11,NA,NA,NA
HTI,Haiti,Latin America and the Caribbean,TRUE,18.935736781042078,-72.6888024276058,drought_hotspots,jrc,jrc_drought_hotspots,2022-06-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002909,NA,f9bf3091e3,NA,http://eepurl.com/iO8-gA,NA,2022-06-11,NA,NA,NA
IDN,Indonesia,Asia and the Pacific,FALSE,-3.0994447816112545,120.07765339789606,drought_hotspots,jrc,jrc_drought_hotspots,2019-10-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002817,NA,ec3a99359e,NA,http://eepurl.com/iO89GM,NA,2019-10-11,NA,NA,NA
IRN,Iran (Islamic Republic of),Asia and the Pacific,FALSE,32.413438024695864,54.46955738625323,drought_hotspots,jrc,jrc_drought_hotspots,2017-03-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002709,NA,f9a645eda0,NA,http://eepurl.com/iO88X6,NA,2017-03-11,NA,NA,NA
IRN,Iran (Islamic Republic of),Asia and the Pacific,FALSE,32.413438024695864,54.46955738625323,drought_hotspots,jrc,jrc_drought_hotspots,2018-02-11,1,Medium concern,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10002753,NA,53fd3fe277,NA,http://eepurl.com/iO89fc,NA,2018-02-11,NA,NA,NA
